country,year,gdp_per_capita,total_score,gov_exp_edu,gov_effectiveness,rd_exp_gdp
Argentina,2017,14532.5009308511,65.8,5.45431995391846,58.5714302062988,0.556309998035431
Argentina,2018,11752.7998922979,69.1,4.87773990631104,52.8571434020996,0.488299995660782
Argentina,2019,9955.97478680428,66.2,4.7716498374939,48.0952377319336,0.478130012750626
Argentina,2020,8535.59938004389,66.0,5.27689981460571,43.3333320617676,0.541260004043579
Argentina,2021,10738.0179223384,67.5,4.64117002487183,37.1428565979004,0.522159993648529
Argentina,2022,13935.6811110049,67.9,4.80521011352539,41.5094337463379,0.549470007419586
Australia,2017,53901.7145392154,884.1,5.32125568389893,91.4285736083984,1.87918996810913
Australia,2018,57196.4220783778,983.3,5.40967607498169,92.3809509277344,1.8524450063705449
Australia,2019,54972.7017885437,941.1,5.50858879089355,92.3809509277344,1.82570004463196
Australia,2020,51791.540179984,987.7,5.37828016281128,92.8571395874023,1.84039503335953
Australia,2021,60607.7788605166,942.9,5.33320999145508,92.8571395874023,1.8550900220871
Australia,2022,64997.0136536475,981.1,5.20677661895752,92.9245300292969,1.8550900220871
Austria,2017,47163.7425775142,139.0,5.37159013748169,90.9523773193359,3.05656003952026
Austria,2018,51194.0749841299,141.3,5.22655010223389,90.9523773193359,3.09182000160217
Austria,2019,49885.9947355204,126.1,5.21779012680054,91.4285736083984,3.13264989852905
Austria,2020,48716.4098900349,130.3,5.57126998901367,93.8095245361328,3.20278000831604
Austria,2021,53648.7190742245,166.0,5.49411010742188,93.8095245361328,3.26360988616943
Austria,2022,52176.6649141178,169.1,4.77447128295898,91.5094375610352,3.20047998428345
Belarus,2022,7994.64806074889,34.9,4.62823009490967,20.7547168731689,0.47477000951767
Belgium,2017,44035.3239358548,318.7,6.42534017562866,85.7142868041992,2.66666007041931
Belgium,2018,47487.2100392561,324.5,6.38107013702393,86.1904754638672,2.86017990112305
Belgium,2019,46716.6227467964,287.6,6.33397006988525,82.8571395874023,3.15659999847412
Belgium,2020,45906.2875805246,287.8,6.80185985565186,84.2857131958008,3.39175009727478
Belgium,2021,51658.238294958,278.4,6.35551977157593,83.3333358764648,3.39239001274109
Belgium,2022,50822.2518538518,288.9,6.35551977157593,84.9056625366211,3.40544009208679
Brazil,2017,10080.5092819305,107.0,6.32047986984253,40.0,1.11749994754791
Brazil,2018,9300.66164923219,108.6,6.08851003646851,33.3333320617676,1.16769003868103
Brazil,2019,9029.83326681073,98.8,5.96346998214722,41.9047622680664,1.21096003055573
Brazil,2020,7074.19378337644,97.6,5.77150011062622,34.761905670166,1.14525997638702
Brazil,2021,7972.5366498646,94.0,5.4969801902771,33.8095245361328,1.14525997638702
Brazil,2022,9281.33334441234,97.19999999999999,5.4969801902771,31.1320762634277,1.14525997638702
Canada,2017,45129.628116623,733.1,4.95996999740601,96.6666641235352,1.68701994419098
Canada,2018,46539.1761570405,734.1,4.8889799118042,94.7619018554688,1.73720002174377
Canada,2019,46352.8693445211,674.9,4.77293014526367,95.7142868041992,1.75577998161316
Canada,2020,43537.839298904,636.0,4.88794994354248,93.3333358764648,1.93413996696472
Canada,2021,52886.6616372703,632.3,4.74860000610352,94.2857131958008,1.86431002616882
Canada,2022,56256.8007264015,700.4,4.13957166671753,94.3396224975586,1.71166002750397
Chile,2017,14879.9086227187,101.4,5.43278980255127,76.6666641235352,0.356790006160736
Chile,2018,15659.4808675628,103.8,5.473060131073,77.6190490722656,0.369159996509552
Chile,2019,14495.716721687,95.5,5.62630987167358,77.6190490722656,0.342429995536804
Chile,2020,13114.815470545,98.4,5.62993001937866,74.2857131958008,0.335249990224838
Chile,2021,16206.8325493421,99.4,4.99923992156982,70.0,0.360410004854202
Chile,2022,15405.6165774073,99.6,4.99923992156982,69.3396224975586,0.360410004854202
Colombia,2017,6479.53231292429,77.4,3.5112099647522,48.0952377319336,0.261090010404587
Colombia,2018,6816.96818309544,81.5,3.5112099647522,48.0952377319336,0.312330007553101
Colombia,2019,6472.54544924705,72.0,3.5112099647522,53.8095245361328,0.322010010480881
Colombia,2020,5339.68711357943,77.1,3.5112099647522,52.3809509277344,0.289400011301041
Colombia,2021,6222.62164397614,76.5,3.5112099647522,50.476188659668,0.289400011301041
Colombia,2022,6680.44506854481,77.2,3.5112099647522,52.8301887512207,0.289400011301041
Denmark,2017,57521.5514992225,191.5,7.11585998535156,95.7142868041992,2.93124008178711
Denmark,2018,61324.7665045565,189.2,7.29690980911255,96.6666641235352,2.96602988243103
Denmark,2019,59404.2663247723,171.3,7.25505018234253,98.5714263916016,2.89685010910034
Denmark,2020,60985.4885601514,172.2,7.38354015350342,97.6190490722656,2.97257995605469
Denmark,2021,69727.9873677012,174.4,6.99992990493774,98.5714263916016,2.76142001152039
Denmark,2022,68091.3191138669,175.6,5.29643440246582,98.5849075317383,2.89051008224487
Estonia,2021,27953.7670230126,35.0,5.2632098197937,88.5714263916016,1.76766002178192
Estonia,2022,28451.1477825175,34.7,5.2632098197937,89.6226425170898,1.78205001354218
Finland,2017,46085.0174739036,164.5,6.36311006546021,99.0476226806641,2.72786998748779
Finland,2018,49654.2497035329,159.2,6.27557992935181,99.523811340332,2.75748991966248
Finland,2019,48358.1807773701,144.0,6.41695022583008,99.523811340332,2.79960989952087
Finland,2020,48828.6846862799,145.7,6.6349401473999,98.5714263916016,2.91243004798889
Finland,2021,53099.1351400148,146.0,6.53825998306274,98.0952377319336,2.98850011825562
Finland,2022,50440.560224974,150.4,6.53825998306274,96.698112487793,2.96468997001648
France,2017,38687.1626407164,664.6,5.45160007476807,87.1428604125977,2.1988799571991
France,2018,41418.1766484844,553.4,5.40716981887817,89.523811340332,2.19666004180908
France,2019,40408.2848574751,529.5,5.35443019866943,88.0952377319336,2.19179010391235
France,2020,39169.8606000707,421.5,5.65981006622314,85.7142868041992,2.27464008331299
France,2021,43725.0999521245,488.0,5.43038988113403,85.2380981445312,2.21808004379272
France,2022,41082.8119320747,488.9,5.43038988113403,83.0188674926758,2.23311996459961
Germany,2017,45526.5999576533,980.5,4.87182998657227,93.3333358764648,3.04710006713867
Germany,2018,48874.8595028454,950.3,4.97933006286621,91.4285736083984,3.11011004447937
Germany,2019,47623.8656074829,878.1,5.11552000045776,91.9047622680664,3.16701006889343
Germany,2020,47379.765194548,845.9,5.59038019180298,88.0952377319336,3.13136005401611
Germany,2021,52265.6541620571,803.5,5.45488977432251,87.1428604125977,3.12881994247437
Germany,2022,49686.1154582583,777.5,4.54389047622681,88.2075500488281,3.13235998153687
India,2017,1950.10468280866,188.0,4.30639696121216,55.238094329834,0.666029989719391
India,2018,1966.25455171679,227.5,4.3769326210022,63.3333320617676,0.660009980201721
India,2019,2041.42863698585,248.9,3.89732360839844,59.0476188659668,0.659420013427734
India,2020,1907.04251637669,247.6,4.04014158248901,65.7142868041992,0.645579993724823
India,2021,2239.61384367482,170.3,4.63514137268066,60.9523811340332,0.645579993724823
India,2022,2347.44829434623,248.8,4.12072849273682,63.2075462341309,0.645579993724823
Indonesia,2018,3860.95353090726,39.2,0.99443644285202,59.0476188659668,0.226319998502731
Indonesia,2019,4106.94856160358,34.8,0.964399099349976,59.523811340332,0.271290004253387
Indonesia,2020,3853.70288774146,34.7,1.01593220233917,63.8095245361328,0.280680000782013
Indonesia,2021,4287.17313995098,37.4,1.03221750259399,64.2857131958008,0.280680000782013
Indonesia,2022,4730.83484836107,73.4,0.863943338394165,66.0377349853516,0.280680000782013
Ireland,2017,72198.1076995377,191.1,3.49044990539551,86.1904754638672,1.24865996837616
Ireland,2018,80738.9628834696,197.8,3.37838006019592,89.0476226806641,1.10697996616364
Ireland,2019,81810.1926481407,141.1,3.2961699962616,85.7142868041992,1.16068005561829
Ireland,2020,86622.5067251295,141.0,3.25081992149353,90.0,1.14550995826721
Ireland,2021,103961.976350649,177.3,3.00598001480103,91.4285736083984,1.11064994335175
Ireland,2022,105234.511567597,178.8,3.00598001480103,93.3962249755859,0.962639987468719
Israel,2017,41138.470964272,145.3,6.00771999359131,89.0476226806641,4.74306011199951
Israel,2018,42362.6652754196,145.7,6.06284999847412,84.7619018554688,4.91450977325439
Israel,2019,44250.6313628073,127.8,6.04147005081177,86.6666641235352,5.33098983764648
Israel,2020,44575.5719045492,126.7,6.47881984710693,82.3809509277344,5.79681015014648
Israel,2021,52270.9040241956,119.6,6.18401002883911,86.6666641235352,5.78276014328003
Israel,2022,54949.621556429,82.6,6.45624446868896,85.3773574829102,6.01923990249634
Italy,2017,32844.115660604,138.8,4.04493999481201,69.0476226806641,1.37012994289398
Italy,2018,34904.1081923834,185.7,4.25614023208618,67.6190490722656,1.42443001270294
Italy,2019,33812.788724868,176.0,4.09527015686035,68.5714263916016,1.461590051651
Italy,2020,32091.4866621366,180.1,4.44135999679565,65.2380981445312,1.50660002231598
Italy,2021,36852.5425414951,187.3,4.21828985214233,63.8095245361328,1.42657995223999
Italy,2022,35653.9042103495,186.60000000000002,4.21828985214233,67.4528274536133,1.39014005661011
Japan,2017,38834.0529341227,726.2,3.13057994842529,92.3809509277344,3.16635990142822
Japan,2018,39751.1330982711,697.1,3.07782006263733,93.8095245361328,3.21919989585876
Japan,2019,40415.9567649547,658.3,3.15533995628357,92.8571395874023,3.2182400226593
Japan,2020,40028.7341726762,652.2,3.30628991127014,92.3809509277344,3.2645800113678
Japan,2021,40094.5599795288,649.3,3.33563995361328,89.0476226806641,3.27677011489868
Japan,2022,34065.6438962526,657.1,3.23762130737305,96.2264175415039,3.40536999702454
Kazakhstan,2017,8943.08416791984,42.5,3.39102387428284,50.0,0.126670002937317
Kazakhstan,2018,9472.48527327758,42.9,3.15191626548767,50.9523811340332,0.116829998791218
Kazakhstan,2019,9457.12614657136,41.3,3.35382127761841,54.761905670166,0.118409998714924
Kazakhstan,2020,8781.50797787648,43.1,4.44620370864868,55.7142868041992,0.12601999938488
Kazakhstan,2021,9983.60103576902,46.9,4.38569402694702,54.761905670166,0.130229994654655
Kazakhstan,2022,11255.3396437881,46.8,4.45820236206055,58.4905662536621,0.117150001227856
Malaysia,2017,9862.54806612235,133.3,4.18488502502441,74.7619018554688,1.227714955806735
Malaysia,2018,10901.8019954421,229.1,4.13194847106934,81.9047622680664,1.04025995731354
Malaysia,2019,10920.191763972,235.4,3.97953963279724,79.0476226806641,0.9954049885272991
Malaysia,2020,9957.52626697613,253.1,4.51888704299927,81.9047622680664,0.950550019741058
Malaysia,2021,10903.1116425938,270.9,4.26109409332275,80.476188659668,0.950550019741058
Malaysia,2022,11748.0919307944,270.1,3.49933791160583,79.2452850341797,0.950550019741058
Mexico,2017,9649.27816772402,104.4,4.39752006530762,50.476188659668,0.319550007581711
Mexico,2018,10084.7937553679,107.0,4.13945007324219,42.3809509277344,0.29815998673439
Mexico,2019,10369.5553585271,103.0,4.320024967193605,39.0476188659668,0.276059985160828
Mexico,2020,8841.2707511328,107.3,4.50059986114502,42.3809509277344,0.291909992694855
Mexico,2021,10314.0506725979,108.69999999999999,4.24952983856201,37.6190490722656,0.273779988288879
Mexico,2022,11402.1410374782,106.5,4.24952983856201,41.9811325073242,0.257820010185242
Netherlands,2017,49513.6817346384,699.9,5.17509984970093,96.1904754638672,2.17857003211975
Netherlands,2018,53955.0770024266,701.7,5.35764980316162,96.1904754638672,2.13879990577698
Netherlands,2019,53554.9007491475,641.8,5.15986013412476,96.6666641235352,2.18435001373291
Netherlands,2020,53467.9277413737,635.1,5.42381000518799,97.1428604125977,2.32182002067566
Netherlands,2021,60141.9880911492,614.6,5.50609016418457,96.1904754638672,2.26876997947693
Netherlands,2022,59123.318556487,642.6,5.05201101303101,95.2830200195312,2.25533008575439
New Zealand,2017,42950.3841711138,201.89999999999998,5.28000020980835,95.2380981445312,1.34905004501343
New Zealand,2018,43257.0769238879,244.8,5.19308996200562,93.3333358764648,1.3785400390625
New Zealand,2019,42779.2298164101,226.2,5.17797994613647,93.8095245361328,1.40803003311157
New Zealand,2020,41850.92032802,263.6,5.65149021148682,91.4285736083984,1.436860024929045
New Zealand,2021,49689.498134519,221.0,5.54822015762329,88.0952377319336,1.46569001674652
New Zealand,2022,48760.0381935936,223.0,5.23012018203735,89.1509399414062,1.46569001674652
Norway,2017,76131.8384032764,149.4,7.84598016738892,98.5714263916016,2.08167004585266
Norway,2018,82792.8427113304,148.1,7.59563016891479,97.1428604125977,2.03482007980347
Norway,2019,76430.5889473338,98.69999999999999,7.8645601272583,97.1428604125977,2.13599991798401
Norway,2020,68340.0181033702,102.80000000000001,8.3728199005127,98.0952377319336,2.24435997009277
Norway,2021,93072.8925119571,98.6,6.9602198600769,97.6190490722656,1.88763999938965
Norway,2022,109269.520580298,103.2,3.96801972389221,98.1132049560547,1.55752003192902
Portugal,2022,24620.519556875,34.9,4.78316020965576,80.1886825561523,1.70178997516632
Qatar,2020,51683.5054376677,35.8,3.2336699962616,78.0952377319336,0.630816678206126
Qatar,2021,71751.8831257169,37.9,3.2336699962616,81.9047622680664,0.680580019950867
Qatar,2022,88701.463352273,40.7,3.2336699962616,82.5471725463867,0.680580019950867
Russian Federation,2017,10658.9130859375,139.5,4.68990993499756,45.238094329834,1.10967004299164
Russian Federation,2018,11211.8876953125,187.0,4.67819976806641,49.0476188659668,0.990019977092743
Russian Federation,2019,11447.701171875,210.5,3.69561433792114,52.8571434020996,1.03531002998352
Russian Federation,2020,10108.3271484375,214.2,4.01641845703125,49.0476188659668,1.09098994731903
Russian Federation,2021,12425.029296875,287.8,3.99480700492859,43.3333320617676,0.958570003509521
Russian Federation,2022,15619.6142578125,251.5,4.05402755737305,25.943395614624,0.925270020961761
Saudi Arabia,2017,23929.2907135982,129.3,5.644769986470544,60.9523811340332,0.498019993305206
Saudi Arabia,2018,29360.0658968566,134.9,5.556419955359568,64.2857131958008,0.498019993305206
Saudi Arabia,2019,29566.7933827436,122.7,5.468069924248592,63.8095245361328,0.498019993305206
Saudi Arabia,2020,24338.8307301067,124.4,5.379719893137617,56.1904754638672,0.498019993305206
Saudi Arabia,2021,31920.7653655643,131.2,5.291369862026642,68.0952377319336,0.442660003900528
Saudi Arabia,2022,38510.2276211037,142.2,5.2030198309156654,70.7547149658203,0.463169991970062
Singapore,2017,61236.251270627,182.9,2.75684809684753,100.0,1.899129986763
Singapore,2018,66881.6067035265,182.7,2.85660004615784,100.0,1.80947005748749
Singapore,2019,65952.0378959293,183.3,2.72951006889343,100.0,1.88473999500275
Singapore,2020,61410.0792630788,183.6,2.6869900226593,100.0,2.15626001358032
Singapore,2021,80056.1288247844,181.4,2.82470989227295,100.0,2.15626001358032
Singapore,2022,90299.0694637269,184.7,2.48891997337341,100.0,2.15626001358032
South Africa,2017,6618.33508255701,48.0,5.59867000579834,56.1904754638672,0.762570023536682
South Africa,2018,6914.1780318076,48.9,5.64401006698608,56.6666679382324,0.685859978199005
South Africa,2019,6533.71121032856,43.9,5.91158008575439,58.5714302062988,0.613039970397949
South Africa,2020,5580.60383075189,44.1,6.17067003250122,53.3333320617676,0.602400004863739
South Africa,2021,6843.39941886204,40.4,6.54902982711792,50.0,0.615029990673065
South Africa,2022,6523.41097815853,40.3,6.16726016998291,47.1698112487793,0.617290019989014
Spain,2017,28381.3425596906,303.4,4.20552015304565,80.476188659668,1.20976996421814
Spain,2018,30602.4212881113,349.3,4.1794900894165,79.0476226806641,1.24151003360748
Spain,2019,29786.5245689007,331.4,4.23021984100342,79.523811340332,1.25024998188019
Spain,2020,27233.9426461608,323.0,4.89540004730225,77.6190490722656,1.40910005569458
Spain,2021,30799.4775937775,243.29999999999998,4.86506986618042,78.0952377319336,1.41121995449066
Spain,2022,30270.2687017458,249.5,4.31587886810303,77.8301849365234,1.43532001972198
Sweden,2017,53300.8587281785,412.4,7.56883001327515,94.2857131958008,3.36279010772705
Sweden,2018,54181.9069780904,376.8,7.64084005355835,94.2857131958008,3.32105994224548
Sweden,2019,51773.0464558993,311.1,7.63851022720337,94.7619018554688,3.38757991790771
Sweden,2020,52653.7565934247,313.9,7.92561006546021,94.7619018554688,3.48959994316101
Sweden,2021,61174.9680215622,313.8,7.57219982147217,95.2380981445312,3.40215992927551
Sweden,2022,55296.9371472535,335.0,7.57219982147217,94.8113174438477,3.40822005271912
Switzerland,2017,82254.3770471336,515.3,5.01765012741089,99.523811340332,3.07698011398315
Switzerland,2018,85217.3691512274,479.1,4.93008995056152,99.0476226806641,3.13689005374908
Switzerland,2019,84121.9310304414,452.1,5.01438999176025,99.0476226806641,3.19679999351501
Switzerland,2020,85897.7843338323,460.7,5.27676010131836,99.0476226806641,3.251624941825865
Switzerland,2021,93664.7736696111,495.8,5.03708982467651,99.0476226806641,3.30644989013672
Switzerland,2022,94394.5106803525,506.3,4.88824462890625,99.5283050537109,3.30644989013672
Thailand,2017,6413.09182530343,78.2,3.46532154083252,64.7619018554688,1.00165998935699
Thailand,2018,7099.77650081458,41.8,3.19769406318665,61.9047622680664,1.11373996734619
Thailand,2019,7605.69657797759,36.3,3.02221417427063,63.3333320617676,1.14316999912262
Thailand,2020,6985.64393892574,38.3,3.15314173698425,60.9523811340332,1.32817995548248
Thailand,2021,7057.20754802279,79.1,2.98212432861328,59.0476188659668,1.20807003974915
Thailand,2022,6909.35281815827,80.0,2.61187028884888,58.0188674926758,1.159019947052
United Arab Emirates,2020,37173.8754093066,36.5,3.98417997360229,87.1428604125977,1.48830997943878
United Arab Emirates,2021,43360.0211001327,76.30000000000001,3.89403009414673,89.523811340332,1.49468994140625
United Arab Emirates,2022,49899.0652975197,81.4,3.89403009414673,88.6792449951172,1.49468994140625
United Kingdom,2017,40629.2340347345,2432.8,5.45256996154785,90.476188659668,2.32602000236511
United Kingdom,2018,43315.4874501318,2357.1,5.20437002182007,88.5714263916016,2.71124005317688
United Kingdom,2019,42794.0022648288,2257.3,5.26115989685059,90.0,2.67079997062683
United Kingdom,2020,40404.8062238951,2113.6,5.43935012817383,88.5714263916016,2.93882989883423
United Kingdom,2021,46926.475736105,2037.0,5.90458011627197,85.7142868041992,2.89710998535156
United Kingdom,2022,46062.9914079698,2102.0,4.95917558670044,85.8490600585938,2.89710998535156
United States,2017,60047.7190728307,4027.7,5.09296989440918,91.9047622680664,2.88356995582581
United States,2018,62875.6661382728,3910.3,4.89502000808716,91.9047622680664,2.99044990539551
United States,2019,65227.9565911038,3739.8,4.95746994018555,90.476188659668,3.14703989028931
United States,2020,64401.5074354212,3658.5,5.39998006820679,86.6666641235352,3.42466998100281
United States,2021,71307.4017277218,3613.1,5.42829990386963,87.6190490722656,3.48312997817993
United States,2022,77860.9112908848,3653.7,5.42829990386963,87.2641525268555,3.58623003959656
