"Research and development expenditure as a proportion of GDP, %"
Country_ID, Country_E, Indicator_Id, Indicator_E, Period, Value
"703","Slovakia","T","Total","2017","0.88456"
"703","Slovakia","T","Total","2018","0.83555"
"703","Slovakia","T","Total","2019","0.8224"
"703","Slovakia","T","Total","2020","0.89773"
"703","Slovakia","T","Total","2021","0.91611"
"703","Slovakia","T","Total","2022","0.97939"
"442","Luxembourg","T","Total","2011","1.42453"
"442","Luxembourg","T","Total","2012","1.20664"
"442","Luxembourg","T","Total","2013","1.23381"
"442","Luxembourg","T","Total","2014","1.217"
"442","Luxembourg","T","Total","2015","1.25226"
"442","Luxembourg","T","Total","2016","1.2669"
"442","Luxembourg","T","Total","2017","1.23898"
"442","Luxembourg","T","Total","2018","1.1718"
"031","Azerbaijan","T","Total","2011","0.21084"
"031","Azerbaijan","T","Total","2012","0.21427"
"031","Azerbaijan","T","Total","2013","0.20969"
"031","Azerbaijan","T","Total","2014","0.20978"
"031","Azerbaijan","T","Total","2015","0.22232"
"031","Azerbaijan","T","Total","2016","0.20637"
"031","Azerbaijan","T","Total","2017","0.18468"
"031","Azerbaijan","T","Total","2018","0.18416"
"031","Azerbaijan","T","Total","2019","0.20013"
"031","Azerbaijan","T","Total","2020","0.2239"
"031","Azerbaijan","T","Total","2021","0.20836"
"031","Azerbaijan","T","Total","2022","0.1513"
"031","Azerbaijan","T","Total","2023","0.18178"
"688","Serbia","T","Total","2011","0.68334"
"688","Serbia","T","Total","2012","0.85316"
"688","Serbia","T","Total","2013","0.68367"
"688","Serbia","T","Total","2014","0.72309"
"688","Serbia","T","Total","2015","0.8109"
"688","Serbia","T","Total","2016","0.83822"
"688","Serbia","T","Total","2017","0.87238"
"688","Serbia","T","Total","2018","0.91891"
"688","Serbia","T","Total","2019","0.88667"
"688","Serbia","T","Total","2020","0.90558"
"688","Serbia","T","Total","2021","0.99379"
"688","Serbia","T","Total","2022","0.96616"
"688","Serbia","T","Total","2023","0.95005"
"112","Belarus","T","Total","2011","0.6776"
"112","Belarus","T","Total","2012","0.64603"
"112","Belarus","T","Total","2013","0.65191"
"112","Belarus","T","Total","2014","0.50548"
"112","Belarus","T","Total","2015","0.49999"
"112","Belarus","T","Total","2016","0.50063"
"112","Belarus","T","Total","2017","0.58411"
"112","Belarus","T","Total","2018","0.60443"
"112","Belarus","T","Total","2019","0.57733"
"112","Belarus","T","Total","2020","0.53901"
"112","Belarus","T","Total","2021","0.45981"
"112","Belarus","T","Total","2022","0.47477"
"112","Belarus","T","Total","2023","0.57843"
"246","Finland","T","Total","2011","3.61806"
"246","Finland","T","Total","2012","3.39832"
"246","Finland","T","Total","2013","3.27137"
"246","Finland","T","Total","2014","3.14751"
"246","Finland","T","Total","2015","2.87196"
"246","Finland","T","Total","2016","2.72442"
"246","Finland","T","Total","2017","2.72787"
"246","Finland","T","Total","2018","2.75749"
"246","Finland","T","Total","2019","2.79961"
"246","Finland","T","Total","2020","2.91243"
"246","Finland","T","Total","2021","2.9885"
"246","Finland","T","Total","2022","2.96469"
"348","Hungary","T","Total","2011","1.17925"
"703","Slovakia","T","Total","2011","0.65255"
"703","Slovakia","T","Total","2012","0.79461"
"442","Luxembourg","T","Total","2019","1.18177"
"442","Luxembourg","T","Total","2020","1.09584"
"442","Luxembourg","T","Total","2021","1.0412"
"442","Luxembourg","T","Total","2022","0.97653"
"703","Slovakia","T","Total","2013","0.82005"
"703","Slovakia","T","Total","2014","0.877"
"703","Slovakia","T","Total","2015","1.15727"
"703","Slovakia","T","Total","2016","0.78857"
"756","Switzerland","T","Total","2012","2.87457"
"756","Switzerland","T","Total","2015","3.07832"
"756","Switzerland","T","Total","2017","3.07698"
"756","Switzerland","T","Total","2019","3.1968"
"756","Switzerland","T","Total","2021","3.30645"
"056","Belgium","T","Total","2011","2.17332"
"056","Belgium","T","Total","2012","2.28114"
"056","Belgium","T","Total","2013","2.33073"
"056","Belgium","T","Total","2014","2.37002"
"056","Belgium","T","Total","2015","2.42817"
"056","Belgium","T","Total","2016","2.52338"
"056","Belgium","T","Total","2017","2.66666"
"056","Belgium","T","Total","2018","2.86018"
"056","Belgium","T","Total","2019","3.1566"
"056","Belgium","T","Total","2020","3.39175"
"056","Belgium","T","Total","2021","3.39239"
"440","Lithuania","T","Total","2011","0.90269"
"440","Lithuania","T","Total","2012","0.89304"
"440","Lithuania","T","Total","2013","0.94872"
"440","Lithuania","T","Total","2014","1.03011"
"440","Lithuania","T","Total","2015","1.04341"
"440","Lithuania","T","Total","2016","0.84241"
"440","Lithuania","T","Total","2017","0.89626"
"440","Lithuania","T","Total","2018","0.93662"
"440","Lithuania","T","Total","2019","0.99266"
"440","Lithuania","T","Total","2020","1.13261"
"440","Lithuania","T","Total","2021","1.10436"
"440","Lithuania","T","Total","2022","1.05319"
"804","Ukraine","T","Total","2012","0.72363"
"804","Ukraine","T","Total","2013","0.733"
"792","Türkiye","T","Total","2011","0.79393"
"792","Türkiye","T","Total","2012","0.82595"
"792","Türkiye","T","Total","2013","0.81206"
"792","Türkiye","T","Total","2014","0.8564"
"792","Türkiye","T","Total","2015","0.96732"
"792","Türkiye","T","Total","2016","1.11979"
"792","Türkiye","T","Total","2017","1.17632"
"792","Türkiye","T","Total","2018","1.27093"
"792","Türkiye","T","Total","2019","1.3196"
"792","Türkiye","T","Total","2020","1.36748"
"792","Türkiye","T","Total","2021","1.40209"
"792","Türkiye","T","Total","2022","1.32343"
"616","Poland","T","Total","2022","1.45383"
"208","Denmark","T","Total","2011","2.94465"
"208","Denmark","T","Total","2012","2.98125"
"208","Denmark","T","Total","2013","2.97048"
"208","Denmark","T","Total","2014","2.91409"
"208","Denmark","T","Total","2015","3.05497"
"208","Denmark","T","Total","2016","3.09283"
"208","Denmark","T","Total","2017","2.93124"
"208","Denmark","T","Total","2018","2.96603"
"208","Denmark","T","Total","2019","2.89685"
"208","Denmark","T","Total","2020","2.97258"
"208","Denmark","T","Total","2021","2.76142"
"208","Denmark","T","Total","2022","2.89051"
"233","Estonia","T","Total","2011","2.30522"
"233","Estonia","T","Total","2012","2.12481"
"233","Estonia","T","Total","2013","1.72412"
"233","Estonia","T","Total","2014","1.43023"
"233","Estonia","T","Total","2015","1.46777"
"233","Estonia","T","Total","2016","1.24306"
"233","Estonia","T","Total","2017","1.27685"
"233","Estonia","T","Total","2018","1.40999"
"233","Estonia","T","Total","2019","1.62058"
"233","Estonia","T","Total","2020","1.75315"
"233","Estonia","T","Total","2021","1.76766"
"233","Estonia","T","Total","2022","1.78205"
"470","Malta","T","Total","2011","0.66506"
"470","Malta","T","Total","2012","0.80432"
"470","Malta","T","Total","2013","0.74336"
"470","Malta","T","Total","2014","0.69179"
"470","Malta","T","Total","2015","0.71515"
"470","Malta","T","Total","2016","0.55689"
"470","Malta","T","Total","2017","0.55232"
"470","Malta","T","Total","2018","0.57211"
"470","Malta","T","Total","2019","0.55993"
"470","Malta","T","Total","2020","0.64566"
"470","Malta","T","Total","2021","0.65205"
"470","Malta","T","Total","2022","0.60433"
"250","France","T","Total","2011","2.19161"
"250","France","T","Total","2012","2.22707"
"250","France","T","Total","2013","2.23703"
"250","France","T","Total","2014","2.27592"
"250","France","T","Total","2015","2.22702"
"250","France","T","Total","2016","2.22238"
"250","France","T","Total","2017","2.19888"
"250","France","T","Total","2018","2.19666"
"250","France","T","Total","2019","2.19179"
"250","France","T","Total","2020","2.27464"
"250","France","T","Total","2021","2.21808"
"250","France","T","Total","2022","2.23312"
"352","Iceland","T","Total","2011","2.40367"
"352","Iceland","T","Total","2013","1.69238"
"352","Iceland","T","Total","2014","1.93616"
"352","Iceland","T","Total","2015","2.18138"
"352","Iceland","T","Total","2016","2.11011"
"352","Iceland","T","Total","2017","2.08365"
"352","Iceland","T","Total","2018","2.00081"
"352","Iceland","T","Total","2019","2.34018"
"352","Iceland","T","Total","2020","2.4864"
"352","Iceland","T","Total","2021","2.77875"
"352","Iceland","T","Total","2022","2.6004"
"840","United States","T","Total","2011","2.73803"
"840","United States","T","Total","2012","2.67273"
"840","United States","T","Total","2013","2.69592"
"840","United States","T","Total","2014","2.70881"
"840","United States","T","Total","2015","2.77328"
"840","United States","T","Total","2016","2.83676"
"840","United States","T","Total","2017","2.88357"
"840","United States","T","Total","2018","2.99045"
"840","United States","T","Total","2019","3.14704"
"840","United States","T","Total","2020","3.42467"
"840","United States","T","Total","2021","3.48313"
"840","United States","T","Total","2022","3.58623"
"191","Croatia","T","Total","2011","0.73646"
"191","Croatia","T","Total","2012","0.73725"
"191","Croatia","T","Total","2013","0.79513"
"191","Croatia","T","Total","2014","0.76902"
"191","Croatia","T","Total","2015","0.82378"
"191","Croatia","T","Total","2016","0.84433"
"191","Croatia","T","Total","2017","0.8415"
"191","Croatia","T","Total","2018","0.94312"
"191","Croatia","T","Total","2019","1.07027"
"191","Croatia","T","Total","2020","1.22989"
"191","Croatia","T","Total","2021","1.23124"
"191","Croatia","T","Total","2022","1.40323"
"051","Armenia","T","Total","2011","0.27014"
"051","Armenia","T","Total","2012","0.23853"
"051","Armenia","T","Total","2013","0.22216"
"051","Armenia","T","Total","2014","0.24151"
"051","Armenia","T","Total","2015","0.25002"
"051","Armenia","T","Total","2016","0.23305"
"051","Armenia","T","Total","2017","0.22788"
"051","Armenia","T","Total","2018","0.18876"
"051","Armenia","T","Total","2019","0.17854"
"051","Armenia","T","Total","2020","0.2092"
"051","Armenia","T","Total","2021","0.20557"
"051","Armenia","T","Total","2022","0.20955"
"051","Armenia","T","Total","2023","0.18115"
"438","Liechtenstein","T","Total","2019","5.86833"
"724","Spain","T","Total","2013","1.27482"
"300","Greece","T","Total","2011","0.68426"
"300","Greece","T","Total","2012","0.71005"
"300","Greece","T","Total","2013","0.81478"
"300","Greece","T","Total","2014","0.83998"
"300","Greece","T","Total","2015","0.96605"
"300","Greece","T","Total","2016","1.00529"
"300","Greece","T","Total","2017","1.15228"
"300","Greece","T","Total","2018","1.21371"
"300","Greece","T","Total","2019","1.27499"
"300","Greece","T","Total","2020","1.51149"
"300","Greece","T","Total","2021","1.45782"
"300","Greece","T","Total","2022","1.48596"
"724","Spain","T","Total","2014","1.24159"
"724","Spain","T","Total","2015","1.22179"
"724","Spain","T","Total","2016","1.18986"
"724","Spain","T","Total","2017","1.20977"
"724","Spain","T","Total","2018","1.24151"
"724","Spain","T","Total","2019","1.25025"
"724","Spain","T","Total","2020","1.4091"
"724","Spain","T","Total","2021","1.41122"
"724","Spain","T","Total","2022","1.43532"
"752","Sweden","T","Total","2011","3.18702"
"752","Sweden","T","Total","2012","3.23025"
"752","Sweden","T","Total","2013","3.26042"
"752","Sweden","T","Total","2014","3.10184"
"752","Sweden","T","Total","2015","3.21903"
"752","Sweden","T","Total","2016","3.24736"
"752","Sweden","T","Total","2017","3.36279"
"268","Georgia","T","Total","2013","0.0771"
"268","Georgia","T","Total","2014","0.16991"
"268","Georgia","T","Total","2015","0.29397"
"268","Georgia","T","Total","2016","0.28025"
"268","Georgia","T","Total","2017","0.26645"
"268","Georgia","T","Total","2018","0.27573"
"268","Georgia","T","Total","2019","0.28197"
"268","Georgia","T","Total","2020","0.29765"
"268","Georgia","T","Total","2021","0.24875"
"268","Georgia","T","Total","2022","0.2347"
"268","Georgia","T","Total","2023","0.25283"
"376","Israel","T","Total","2021","5.78276"
"376","Israel","T","Total","2022","6.01924"
"499","Montenegro","T","Total","2011","0.31485"
"499","Montenegro","T","Total","2013","0.37431"
"499","Montenegro","T","Total","2014","0.3632"
"499","Montenegro","T","Total","2015","0.374"
"499","Montenegro","T","Total","2016","0.32454"
"499","Montenegro","T","Total","2017","0.34898"
"499","Montenegro","T","Total","2018","0.50374"
"499","Montenegro","T","Total","2019","0.36328"
"040","Austria","T","Total","2011","2.66868"
"040","Austria","T","Total","2012","2.91472"
"040","Austria","T","Total","2013","2.95492"
"040","Austria","T","Total","2014","3.08429"
"040","Austria","T","Total","2015","3.04969"
"040","Austria","T","Total","2016","3.11655"
"040","Austria","T","Total","2017","3.05656"
"040","Austria","T","Total","2018","3.09182"
"040","Austria","T","Total","2019","3.13265"
"040","Austria","T","Total","2020","3.20278"
"040","Austria","T","Total","2021","3.26361"
"040","Austria","T","Total","2022","3.20048"
"616","Poland","T","Total","2011","0.75221"
"616","Poland","T","Total","2012","0.88997"
"616","Poland","T","Total","2013","0.88483"
"616","Poland","T","Total","2014","0.95076"
"616","Poland","T","Total","2015","1.00423"
"616","Poland","T","Total","2016","0.96821"
"616","Poland","T","Total","2017","1.03785"
"616","Poland","T","Total","2018","1.2061"
"616","Poland","T","Total","2019","1.32335"
"616","Poland","T","Total","2020","1.38608"
"616","Poland","T","Total","2021","1.43183"
"124","Canada","T","Total","2011","1.78714"
"124","Canada","T","Total","2012","1.77304"
"124","Canada","T","Total","2013","1.70624"
"124","Canada","T","Total","2014","1.71483"
"124","Canada","T","Total","2015","1.69359"
"124","Canada","T","Total","2016","1.72903"
"124","Canada","T","Total","2017","1.68702"
"124","Canada","T","Total","2018","1.7372"
"124","Canada","T","Total","2019","1.75578"
"124","Canada","T","Total","2020","1.93414"
"124","Canada","T","Total","2021","1.86431"
"124","Canada","T","Total","2022","1.71166"
"124","Canada","T","Total","2023","1.70133"
"724","Spain","T","Total","2011","1.33341"
"724","Spain","T","Total","2012","1.29876"
"762","Tajikistan","T","Total","2011","0.12148"
"762","Tajikistan","T","Total","2012","0.11432"
"762","Tajikistan","T","Total","2013","0.11851"
"762","Tajikistan","T","Total","2014","0.11624"
"762","Tajikistan","T","Total","2015","0.1034"
"762","Tajikistan","T","Total","2016","0.10622"
"762","Tajikistan","T","Total","2017","0.10957"
"762","Tajikistan","T","Total","2018","0.09401"
"762","Tajikistan","T","Total","2019","0.09367"
"762","Tajikistan","T","Total","2020","0.08969"
"826","United Kingdom","T","Total","2011","1.64681"
"826","United Kingdom","T","Total","2012","1.57587"
"070","Bosnia and Herzegovina","T","Total","2012","0.26533"
"070","Bosnia and Herzegovina","T","Total","2013","0.32132"
"070","Bosnia and Herzegovina","T","Total","2014","0.25725"
"070","Bosnia and Herzegovina","T","Total","2015","0.21603"
"070","Bosnia and Herzegovina","T","Total","2016","0.21337"
"070","Bosnia and Herzegovina","T","Total","2017","0.1978"
"070","Bosnia and Herzegovina","T","Total","2018","0.19199"
"070","Bosnia and Herzegovina","T","Total","2019","0.19001"
"070","Bosnia and Herzegovina","T","Total","2020","0.20325"
"070","Bosnia and Herzegovina","T","Total","2021","0.19035"
"070","Bosnia and Herzegovina","T","Total","2022","0.18743"
"070","Bosnia and Herzegovina","T","Total","2023","0.19228"
"643","Russian Federation","T","Total","2011","1.01545"
"643","Russian Federation","T","Total","2012","1.02766"
"643","Russian Federation","T","Total","2013","1.02732"
"643","Russian Federation","T","Total","2014","1.07241"
"643","Russian Federation","T","Total","2015","1.10085"
"643","Russian Federation","T","Total","2016","1.10238"
"643","Russian Federation","T","Total","2017","1.10967"
"643","Russian Federation","T","Total","2018","0.99002"
"643","Russian Federation","T","Total","2019","1.03531"
"643","Russian Federation","T","Total","2020","1.09099"
"643","Russian Federation","T","Total","2021","0.95857"
"643","Russian Federation","T","Total","2022","0.92527"
"056","Belgium","T","Total","2022","3.40544"
"100","Bulgaria","T","Total","2011","0.5295"
"100","Bulgaria","T","Total","2012","0.60039"
"100","Bulgaria","T","Total","2013","0.63424"
"100","Bulgaria","T","Total","2014","0.79007"
"100","Bulgaria","T","Total","2015","0.94947"
"100","Bulgaria","T","Total","2016","0.77009"
"100","Bulgaria","T","Total","2017","0.74037"
"100","Bulgaria","T","Total","2018","0.75413"
"100","Bulgaria","T","Total","2019","0.83274"
"100","Bulgaria","T","Total","2020","0.84967"
"100","Bulgaria","T","Total","2021","0.77278"
"100","Bulgaria","T","Total","2022","0.75421"
"752","Sweden","T","Total","2018","3.32106"
"752","Sweden","T","Total","2019","3.38758"
"752","Sweden","T","Total","2020","3.4896"
"752","Sweden","T","Total","2021","3.40216"
"752","Sweden","T","Total","2022","3.40822"
"498","Republic of Moldova","T","Total","2011","0.33764"
"498","Republic of Moldova","T","Total","2012","0.34907"
"498","Republic of Moldova","T","Total","2013","0.29783"
"498","Republic of Moldova","T","Total","2014","0.31463"
"498","Republic of Moldova","T","Total","2015","0.30735"
"498","Republic of Moldova","T","Total","2016","0.28004"
"498","Republic of Moldova","T","Total","2017","0.25789"
"498","Republic of Moldova","T","Total","2018","0.25626"
"498","Republic of Moldova","T","Total","2019","0.24145"
"498","Republic of Moldova","T","Total","2020","0.23511"
"498","Republic of Moldova","T","Total","2021","0.23154"
"498","Republic of Moldova","T","Total","2022","0.22983"
"498","Republic of Moldova","T","Total","2023","0.22342"
"203","Czechia","T","Total","2011","1.54477"
"203","Czechia","T","Total","2012","1.76967"
"203","Czechia","T","Total","2013","1.87924"
"203","Czechia","T","Total","2014","1.95833"
"203","Czechia","T","Total","2015","1.91689"
"203","Czechia","T","Total","2016","1.67003"
"203","Czechia","T","Total","2017","1.76855"
"203","Czechia","T","Total","2018","1.89906"
"203","Czechia","T","Total","2019","1.92734"
"203","Czechia","T","Total","2020","1.98599"
"203","Czechia","T","Total","2021","1.99601"
"203","Czechia","T","Total","2022","1.9642"
"380","Italy","T","Total","2011","1.20155"
"380","Italy","T","Total","2012","1.26219"
"380","Italy","T","Total","2013","1.30107"
"380","Italy","T","Total","2014","1.3384"
"380","Italy","T","Total","2015","1.3385"
"380","Italy","T","Total","2016","1.36642"
"380","Italy","T","Total","2017","1.37013"
"380","Italy","T","Total","2018","1.42443"
"380","Italy","T","Total","2019","1.46159"
"380","Italy","T","Total","2020","1.5066"
"380","Italy","T","Total","2021","1.42658"
"380","Italy","T","Total","2022","1.39014"
"642","Romania","T","Total","2011","0.47459"
"642","Romania","T","Total","2012","0.4624"
"642","Romania","T","Total","2013","0.39024"
"642","Romania","T","Total","2014","0.38208"
"642","Romania","T","Total","2015","0.48796"
"642","Romania","T","Total","2016","0.48864"
"642","Romania","T","Total","2017","0.50693"
"642","Romania","T","Total","2018","0.49729"
"642","Romania","T","Total","2019","0.47616"
"642","Romania","T","Total","2020","0.46538"
"642","Romania","T","Total","2021","0.47234"
"642","Romania","T","Total","2022","0.45881"
"826","United Kingdom","T","Total","2013","1.62096"
"826","United Kingdom","T","Total","2014","2.26488"
"826","United Kingdom","T","Total","2015","2.27566"
"826","United Kingdom","T","Total","2016","2.32052"
"826","United Kingdom","T","Total","2017","2.32602"
"826","United Kingdom","T","Total","2018","2.71124"
"826","United Kingdom","T","Total","2019","2.6708"
"826","United Kingdom","T","Total","2020","2.93883"
"826","United Kingdom","T","Total","2021","2.89711"
"417","Kyrgyzstan","T","Total","2011","0.15633"
"417","Kyrgyzstan","T","Total","2012","0.1661"
"417","Kyrgyzstan","T","Total","2013","0.14914"
"417","Kyrgyzstan","T","Total","2014","0.12536"
"417","Kyrgyzstan","T","Total","2015","0.11903"
"417","Kyrgyzstan","T","Total","2016","0.11121"
"417","Kyrgyzstan","T","Total","2017","0.10707"
"417","Kyrgyzstan","T","Total","2018","0.10107"
"417","Kyrgyzstan","T","Total","2019","0.08535"
"804","Ukraine","T","Total","2014","0.65034"
"804","Ukraine","T","Total","2015","0.61477"
"804","Ukraine","T","Total","2016","0.48339"
"804","Ukraine","T","Total","2017","0.44879"
"804","Ukraine","T","Total","2018","0.47113"
"804","Ukraine","T","Total","2019","0.43384"
"804","Ukraine","T","Total","2020","0.40318"
"804","Ukraine","T","Total","2021","0.38478"
"804","Ukraine","T","Total","2022","0.32673"
"804","Ukraine","T","Total","2023","0.32653"
"376","Israel","T","Total","2011","3.93521"
"376","Israel","T","Total","2012","4.08052"
"376","Israel","T","Total","2013","4.11678"
"376","Israel","T","Total","2014","4.20531"
"376","Israel","T","Total","2015","4.29841"
"376","Israel","T","Total","2016","4.58822"
"376","Israel","T","Total","2017","4.74306"
"376","Israel","T","Total","2018","4.91451"
"376","Israel","T","Total","2019","5.33099"
"376","Israel","T","Total","2020","5.79681"
"705","Slovenia","T","Total","2021","2.128"
"705","Slovenia","T","Total","2022","2.09525"
"196","Cyprus","T","Total","2011","0.45263"
"196","Cyprus","T","Total","2012","0.43765"
"196","Cyprus","T","Total","2013","0.48485"
"196","Cyprus","T","Total","2014","0.51205"
"196","Cyprus","T","Total","2015","0.47529"
"196","Cyprus","T","Total","2016","0.5197"
"196","Cyprus","T","Total","2017","0.54259"
"196","Cyprus","T","Total","2018","0.61405"
"196","Cyprus","T","Total","2019","0.70945"
"196","Cyprus","T","Total","2020","0.83654"
"196","Cyprus","T","Total","2021","0.8003"
"196","Cyprus","T","Total","2022","0.74527"
"705","Slovenia","T","Total","2011","2.41297"
"705","Slovenia","T","Total","2012","2.56061"
"705","Slovenia","T","Total","2013","2.56487"
"705","Slovenia","T","Total","2014","2.36548"
"705","Slovenia","T","Total","2015","2.19565"
"705","Slovenia","T","Total","2016","2.00764"
"705","Slovenia","T","Total","2017","1.8653"
"705","Slovenia","T","Total","2018","1.94593"
"705","Slovenia","T","Total","2019","2.03922"
"705","Slovenia","T","Total","2020","2.14156"
"804","Ukraine","T","Total","2011","0.7109"
"528","Netherlands","T","Total","2011","1.88131"
"528","Netherlands","T","Total","2012","1.91627"
"528","Netherlands","T","Total","2013","2.15606"
"528","Netherlands","T","Total","2014","2.1733"
"528","Netherlands","T","Total","2015","2.14606"
"528","Netherlands","T","Total","2016","2.15081"
"528","Netherlands","T","Total","2017","2.17857"
"528","Netherlands","T","Total","2018","2.1388"
"528","Netherlands","T","Total","2019","2.18435"
"528","Netherlands","T","Total","2020","2.32182"
"528","Netherlands","T","Total","2021","2.26877"
"528","Netherlands","T","Total","2022","2.25533"
"860","Uzbekistan","T","Total","2011","0.14877"
"860","Uzbekistan","T","Total","2012","0.15512"
"860","Uzbekistan","T","Total","2013","0.155"
"860","Uzbekistan","T","Total","2014","0.15335"
"860","Uzbekistan","T","Total","2015","0.16497"
"860","Uzbekistan","T","Total","2016","0.17238"
"860","Uzbekistan","T","Total","2017","0.14834"
"860","Uzbekistan","T","Total","2018","0.12394"
"860","Uzbekistan","T","Total","2019","0.11306"
"860","Uzbekistan","T","Total","2020","0.1385"
"860","Uzbekistan","T","Total","2021","0.1316"
"860","Uzbekistan","T","Total","2022","0.15874"
"860","Uzbekistan","T","Total","2023","0.12527"
"276","Germany","T","Total","2011","2.80555"
"276","Germany","T","Total","2012","2.88166"
"276","Germany","T","Total","2013","2.83599"
"276","Germany","T","Total","2014","2.87784"
"276","Germany","T","Total","2015","2.93379"
"276","Germany","T","Total","2016","2.94039"
"276","Germany","T","Total","2017","3.0471"
"276","Germany","T","Total","2018","3.11011"
"276","Germany","T","Total","2019","3.16701"
"276","Germany","T","Total","2020","3.13136"
"276","Germany","T","Total","2021","3.12882"
"276","Germany","T","Total","2022","3.13236"
"620","Portugal","T","Total","2011","1.45741"
"620","Portugal","T","Total","2012","1.37861"
"620","Portugal","T","Total","2013","1.32468"
"620","Portugal","T","Total","2014","1.28992"
"620","Portugal","T","Total","2015","1.2433"
"620","Portugal","T","Total","2016","1.28075"
"620","Portugal","T","Total","2017","1.31928"
"620","Portugal","T","Total","2018","1.34955"
"620","Portugal","T","Total","2019","1.39562"
"620","Portugal","T","Total","2020","1.61392"
"620","Portugal","T","Total","2021","1.67051"
"620","Portugal","T","Total","2022","1.70179"
"795","Turkmenistan","T","Total","2015","0.11"
"795","Turkmenistan","T","Total","2016","0.16"
"795","Turkmenistan","T","Total","2017","0.09"
"795","Turkmenistan","T","Total","2018","0.08"
"795","Turkmenistan","T","Total","2019","0.11"
"795","Turkmenistan","T","Total","2020","0.13"
"795","Turkmenistan","T","Total","2021","0.1"
"795","Turkmenistan","T","Total","2022","0.14"
"398","Kazakhstan","T","Total","2011","0.15349"
"398","Kazakhstan","T","Total","2012","0.16525"
"398","Kazakhstan","T","Total","2013","0.17132"
"398","Kazakhstan","T","Total","2014","0.16722"
"398","Kazakhstan","T","Total","2015","0.16951"
"398","Kazakhstan","T","Total","2016","0.14179"
"398","Kazakhstan","T","Total","2017","0.12667"
"398","Kazakhstan","T","Total","2018","0.11683"
"398","Kazakhstan","T","Total","2019","0.11841"
"398","Kazakhstan","T","Total","2020","0.12602"
"398","Kazakhstan","T","Total","2021","0.13023"
"398","Kazakhstan","T","Total","2022","0.11715"
"398","Kazakhstan","T","Total","2023","0.14472"
"417","Kyrgyzstan","T","Total","2020","0.08356"
"417","Kyrgyzstan","T","Total","2021","0.07102"
"417","Kyrgyzstan","T","Total","2022","0.06922"
"417","Kyrgyzstan","T","Total","2023","0.05876"
"372","Ireland","T","Total","2011","1.55153"
"372","Ireland","T","Total","2012","1.56028"
"372","Ireland","T","Total","2013","1.56908"
"372","Ireland","T","Total","2014","1.51798"
"372","Ireland","T","Total","2015","1.17974"
"372","Ireland","T","Total","2016","1.17716"
"372","Ireland","T","Total","2017","1.24866"
"372","Ireland","T","Total","2018","1.10698"
"372","Ireland","T","Total","2019","1.16068"
"372","Ireland","T","Total","2020","1.14551"
"372","Ireland","T","Total","2021","1.11065"
"372","Ireland","T","Total","2022","0.96264"
"348","Hungary","T","Total","2012","1.25423"
"348","Hungary","T","Total","2013","1.3841"
"348","Hungary","T","Total","2014","1.3446"
"348","Hungary","T","Total","2015","1.33959"
"348","Hungary","T","Total","2016","1.17987"
"348","Hungary","T","Total","2017","1.31702"
"348","Hungary","T","Total","2018","1.50775"
"348","Hungary","T","Total","2019","1.47291"
"348","Hungary","T","Total","2020","1.59252"
"348","Hungary","T","Total","2021","1.64379"
"348","Hungary","T","Total","2022","1.39473"
"807","North Macedonia","T","Total","2011","0.22276"
"807","North Macedonia","T","Total","2012","0.32676"
"807","North Macedonia","T","Total","2013","0.43894"
"807","North Macedonia","T","Total","2014","0.51646"
"807","North Macedonia","T","Total","2015","0.44412"
"807","North Macedonia","T","Total","2016","0.43585"
"807","North Macedonia","T","Total","2017","0.35439"
"807","North Macedonia","T","Total","2018","0.36367"
"807","North Macedonia","T","Total","2019","0.36783"
"807","North Macedonia","T","Total","2020","0.37264"
"807","North Macedonia","T","Total","2021","0.37252"
"807","North Macedonia","T","Total","2022","0.37975"
"807","North Macedonia","T","Total","2023","0.39502"
"428","Latvia","T","Total","2011","0.71562"
"428","Latvia","T","Total","2012","0.66307"
"428","Latvia","T","Total","2013","0.61321"
"428","Latvia","T","Total","2014","0.68908"
"428","Latvia","T","Total","2015","0.6194"
"428","Latvia","T","Total","2016","0.43514"
"428","Latvia","T","Total","2017","0.51104"
"428","Latvia","T","Total","2018","0.63869"
"428","Latvia","T","Total","2019","0.63847"
"428","Latvia","T","Total","2020","0.73439"
"428","Latvia","T","Total","2021","0.74622"
"428","Latvia","T","Total","2022","0.76382"
"578","Norway","T","Total","2011","1.61714"
"578","Norway","T","Total","2012","1.61053"
"578","Norway","T","Total","2013","1.64216"
"578","Norway","T","Total","2014","1.70369"
"578","Norway","T","Total","2015","1.9235"
"578","Norway","T","Total","2016","2.03287"
"578","Norway","T","Total","2017","2.08167"
"578","Norway","T","Total","2018","2.03482"
"578","Norway","T","Total","2019","2.136"
"578","Norway","T","Total","2020","2.24436"
"578","Norway","T","Total","2021","1.88764"
"578","Norway","T","Total","2022","1.55752"